FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2014 ORDINANCE (AMOUNT $)
Local,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,197,TELEPHONE-MAINTENANCE,$1000.00
Local,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,229,TRAN/EXP ALLOWANCE,$14425.00
Local,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,245,REIMBURSEMENT TRAVELERS,$500.00
Local,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,313,CLEANING AND SAN SUPPLY,$1000.00
Local,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,314,FUEL OIL,$1500.00
Local,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,316,GAS-BOTTLED AND PROPANE,$14500.00
Local,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,319,CLOTHING,$1850.00
Local,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,340,MATERIAL AND SUPPLIES,$828870.00
Local,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,345,APPARATUS AND INSTRUMENTS,$600.00
Local,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,348,BOOKS AND RELATED MTL,$250.00
Local,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,350,STATIONERY AND OFFICE SUPPL,$24000.00
Local,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,440,MACHINERY AND EQUIPMENT,$2815.00
Local,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,9064,MAINTENANCE STREET PAVE,$75000.00
Local,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,9458,REIMBURSEMENT - OEMC,$33000.00
Local,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,9481,REIMBURSEMENT - DSS,$35000.00
Local,0310,MOTOR FUEL TAX FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,319,CLOTHING,$2034.00
Local,0310,MOTOR FUEL TAX FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,340,MATERIAL AND SUPPLIES,$1557090.00
Local,0310,MOTOR FUEL TAX FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,360,REPAIR PARTS AND MATERIAL,$273000.00
Local,0310,MOTOR FUEL TAX FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,365,ELECTRICAL SUPPLIES,$374750.00
Local,0310,MOTOR FUEL TAX FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,5,SALARIES AND WAGES - ON PAYROLL,$518161.00
Local,0310,MOTOR FUEL TAX FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,12,CONTRACT WAGE-PR,$8373.00
Local,0310,MOTOR FUEL TAX FUND,84,CHICAGO DEPT OF TRANSPORTATION,2156,BRIDGES AND PAVEMENT MAINT,5,SALARIES AND WAGES - ON PAYROLL,$3447354.00
Local,0310,MOTOR FUEL TAX FUND,84,CHICAGO DEPT OF TRANSPORTATION,2156,BRIDGES AND PAVEMENT MAINT,12,CONTRACT WAGE-PR,$52901.00
Local,0310,MOTOR FUEL TAX FUND,84,CHICAGO DEPT OF TRANSPORTATION,2156,BRIDGES AND PAVEMENT MAINT,140,PROF & TECHNICAL SERVICES,$1075000.00
Local,0310,MOTOR FUEL TAX FUND,84,CHICAGO DEPT OF TRANSPORTATION,2156,BRIDGES AND PAVEMENT MAINT,340,MATERIAL AND SUPPLIES,$4630442.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,5,SALARIES AND WAGES - ON PAYROLL,$13637898.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,12,CONTRACT WAGE-PR,$167131.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,15,SCHEDULE SALARY ADJ,$32423.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,20,OVERTIME,$950000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,39,STUDENT AS TRAINEES,$10000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,49,WORKER'S COMPENSATION,$2050085.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,91,UNIFORM ALLOWANCE,$30300.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,130,POSTAGE,$500.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,138,PROF SERV-IT MAINT,$4041700.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,140,PROF & TECHNICAL SERVICES,$17231600.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,141,APPRAISALS,$16000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,142,ACCOUNTING AND AUDITING,$229600.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,144,ENGINEERING AND ARCH,$120000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,149,SOFTWARE MAINT/LICENSING,$200000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,150,PUBLICATN & REPRODT-OUT,$15000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,152,ADVERTISING,$31000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,154,RENTAL-DATA HARDWARE EQ,$21000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,157,RENTAL EQUIPMENT AND SERVICES,$12969630.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,160,REPAIR/MAINT PROPERTY,$105000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,161,MAINT FACILITIES,$20915600.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,162,REPAIR/MAINT EQUIPMENT,$11350900.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,166,DUES  SUBSC & MEM,$6400.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,169,TECHNICAL MEETING COSTS,$158300.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,181,MOBILE COMM SERVICES,$31000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,183,WATER,$200000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,185,WASTE DISPOSAL SERV,$400000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,186,PAGERS,$5000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,189,TELEPHONE NON-CENTREX,$31900.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,190,TELEPHONE-CENTREX,$501000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,191,TELEPHONE-RELOCATIONS,$1000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,197,TELEPHONE-MAINTENANCE,$9000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,229,TRAN/EXP ALLOWANCE,$100.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,245,REIMBURSEMENT TRAVELERS,$9500.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,270,LOCAL TRANSPORTATION,$100.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,313,CLEANING AND SAN SUPPLY,$39000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,319,CLOTHING,$33200.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,340,MATERIAL AND SUPPLIES,$2278400.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,345,APPARATUS AND INSTRUMENTS,$11000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,350,STATIONERY AND OFFICE SUPPL,$9000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,360,REPAIR PARTS AND MATERIAL,$62500.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,361,BUILDING MATERIAL SUPPL,$8500.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,362,PAINT/PAINTING SUPPLIES,$70000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,364,PLUMBING SUPPLIES,$2000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,365,ELECTRICAL SUPPLIES,$517000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,401,TOOL <= $100 UNIT,$2000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,402,TOOLS > $100 UNIT,$15000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,422,OFFICE MACHINES,$5000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,423,COMMUNICATION DEVICES,$228000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,424,FURNITURE AND FURNISHINGS,$3000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,440,MACHINERY AND EQUIPMENT,$141000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,446,PURCHASE-DATA HARDWARE,$125000.00
Local,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,9438,REIMBURSEMENT - 2FM,$62000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,5,SALARIES AND WAGES - ON PAYROLL,$88191655.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,12,CONTRACT WAGE-PR,$1137687.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,15,SCHEDULE SALARY ADJ,$233655.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,20,OVERTIME,$5326219.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,39,STUDENT AS TRAINEES,$175000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,49,WORKER'S COMPENSATION,$12242520.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,91,UNIFORM ALLOWANCE,$120500.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,130,POSTAGE,$45000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,138,PROF SERV-IT MAINT,$17309400.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,140,PROF & TECHNICAL SERVICES,$69860100.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,141,APPRAISALS,$12000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,142,ACCOUNTING AND AUDITING,$998200.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,144,ENGINEERING AND ARCH,$1176000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,147,SURVEYS,$25000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,148,TESTING AND INSPECTING,$81500.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,149,SOFTWARE MAINT/LICENSING,$461400.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,152,ADVERTISING,$188000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,154,RENTAL-DATA HARDWARE EQ,$81000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,155,RENTAL OF PROPERTY,$3594600.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,157,RENTAL EQUIPMENT AND SERVICES,$49034325.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,160,REPAIR/MAINT PROPERTY,$6885000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,161,MAINT FACILITIES,$30540100.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,162,REPAIR/MAINT EQUIPMENT,$14480500.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,166,DUES  SUBSC & MEM,$271200.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,169,TECHNICAL MEETING COSTS,$1526100.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,178,FREIGHT/EXPENSE CHARGES,$45500.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,181,MOBILE COMM SERVICES,$201000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,183,WATER,$4684000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,185,WASTE DISPOSAL SERV,$1045000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,186,PAGERS,$29500.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,188,VEHICLE TRACKING SERVICE,$45000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,189,TELEPHONE NON-CENTREX,$239400.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,190,TELEPHONE-CENTREX,$759200.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,191,TELEPHONE-RELOCATIONS,$3000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,196,DATA CIRCUITS,$329300.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,197,TELEPHONE-MAINTENANCE,$16000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,229,TRAN/EXP ALLOWANCE,$2500.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,245,REIMBURSEMENT TRAVELERS,$96000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,270,LOCAL TRANSPORTATION,$9500.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,313,CLEANING AND SAN SUPPLY,$480000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,314,FUEL OIL,$360000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,319,CLOTHING,$246200.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,340,MATERIAL AND SUPPLIES,$9768000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,345,APPARATUS AND INSTRUMENTS,$430200.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,348,BOOKS AND RELATED MTL,$2500.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,350,STATIONERY AND OFFICE SUPPL,$200000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,360,REPAIR PARTS AND MATERIAL,$1464000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,361,BUILDING MATERIAL SUPPL,$310000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,362,PAINT/PAINTING SUPPLIES,$350000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,364,PLUMBING SUPPLIES,$160000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,365,ELECTRICAL SUPPLIES,$3100000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,402,TOOLS > $100 UNIT,$35000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,423,COMMUNICATION DEVICES,$700000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,424,FURNITURE AND FURNISHINGS,$380200.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,440,MACHINERY AND EQUIPMENT,$1206800.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,446,PURCHASE-DATA HARDWARE,$678400.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,9438,REIMBURSEMENT - 2FM,$299700.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,9441,REIMBURSEMENT - CDPH,$90000.00
Local,0740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,9481,REIMBURSEMENT - DSS,$1253300.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,5,SALARIES AND WAGES - ON PAYROLL,$2841548.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,12,CONTRACT WAGE-PR,$9309.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,15,SCHEDULE SALARY ADJ,$13920.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,20,OVERTIME,$50000.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,39,STUDENT AS TRAINEES,$70000.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,130,POSTAGE,$112000.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,140,PROF & TECHNICAL SERVICES,$3295678.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,147,SURVEYS,$427000.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,150,PUBLICATN & REPRODT-OUT,$71900.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,161,MAINT FACILITIES,$45000.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,162,REPAIR/MAINT EQUIPMENT,$510075.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,166,DUES  SUBSC & MEM,$11000.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,169,TECHNICAL MEETING COSTS,$22500.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,181,MOBILE COMM SERVICES,$12500.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,189,TELEPHONE NON-CENTREX,$7500.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,190,TELEPHONE-CENTREX,$299000.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,196,DATA CIRCUITS,$594000.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,197,TELEPHONE-MAINTENANCE,$60350.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,229,TRAN/EXP ALLOWANCE,$6000.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,245,REIMBURSEMENT TRAVELERS,$21750.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,340,MATERIAL AND SUPPLIES,$320250.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,348,BOOKS AND RELATED MTL,$500.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,350,STATIONERY AND OFFICE SUPPL,$9700.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,424,FURNITURE AND FURNISHINGS,$2000.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,440,MACHINERY AND EQUIPMENT,$142000.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,445,TECH AND SCIENTIFIC EQUIP,$29000.00
Local,0200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,931,TORT/NON-TORT JUDGMENT,$113760.00
