FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2015 ORDINANCE (AMOUNT $)
LOCAL,0610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9669,REIMB - INDIRECT FOR RETRO SALARIES,$77262.00
LOCAL,0610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9711,TRANSFER-O'HARE FUND FOR ADMIN SALARIES,$3000000.00
LOCAL,0610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9980,MUNICIPAL FUND PENSION ALLOCATION,$2237330.00
LOCAL,0610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9981,LABORERS' FUND PENSION ALLOCATION,$358972.00
LOCAL,0610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9982,POLICEMEN'S FUND PENSION ALLOCATION,$778218.00
LOCAL,0610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9983,FIREMEN'S FUND PENSION ALLOCATION,$1291740.00
LOCAL,0681,MUNICIPAL ANNUNITY AND BENEFIT,99,FINANCE GENERAL,2005,FINANCE GENERAL,976,EMPLOYEE ANNUITY AND BENEFIT,$242700000.00
LOCAL,0682,LABORERS' ANNUNITY AND BENEFIT,99,FINANCE GENERAL,2005,FINANCE GENERAL,976,EMPLOYEE ANNUITY AND BENEFIT,$24019000.00
LOCAL,0683,POLICEMEN'S ANNUITY AND BENEFIT,99,FINANCE GENERAL,2005,FINANCE GENERAL,976,EMPLOYEE ANNUITY AND BENEFIT,$194122000.00
LOCAL,0684,FIREMEN'S ANNUITY AND BENEFIT,99,FINANCE GENERAL,2005,FINANCE GENERAL,976,EMPLOYEE ANNUITY AND BENEFIT,$96300000.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,5,SALARIES AND WAGES - ON PAYROLL,$1135508.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,15,SCHEDULE SALARY ADJUSTMENTS,$8851.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,20,OVERTIME,$1000.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,130,POSTAGE,$710.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,138,IT MAINTENANCE,$11612.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,$5729.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,149,SOFTWARE MAINTENANCE AND LICENSING,$14141.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,154,RENTAL-DATA HARDWARE EQ,$22257.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,157,RENTAL EQUIPMENT AND SERVICES,$22584.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,159,LEASE PURCHASE AGREEMNT,$3384.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,162,REPAIR/MAINT EQUIPMENT,$1151.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,166,DUES  SUBSC & MEM,$1610.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,169,TECHNICAL MEETING COSTS,$12843.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,181,MOBILE COMMUNICATION SERVICES,$10544.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,189,TELEPHONE - NON-CENTREX BILLINGS,$15258.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,245,REIMBURSEMENT TO TRAVELERS,$558.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,270,LOCAL TRANSPORTATION,$1615.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,320,GASOLINE,$2562.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,340,MATERIAL AND SUPPLIES,$4450.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,348,BOOKS AND RELATED MATERIAL,$1082.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,350,STATIONERY AND OFFICE SUPPLIES,$4162.00
LOCAL,0740,O HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,700,CONTINGENCIES,$13683.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2011,CITY COMPTROLLER,140,PROFESSIONAL AND TECHNICAL SERVICES,$6552.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,5,SALARIES AND WAGES - ON PAYROLL,$1820208.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,11,CONTRACT WAGE - SALARY,$5988.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,15,SCHEDULE SALARY ADJUSTMENTS,$7500.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,20,OVERTIME,$6000.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,39,STUDENT AS TRAINEES,$15000.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,130,POSTAGE,$4700.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,140,PROFESSIONAL AND TECHNICAL SERVICES,$117000.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,149,SOFTWARE MAINTENANCE AND LICENSING,$5640.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,152,ADVERTISING,$940.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,162,REPAIR/MAINT EQUIPMENT,$18800.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,166,DUES  SUBSC & MEM,$470.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,169,TECHNICAL MEETING COSTS,$1880.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,190,TELEPHONE - NON-CENTREX BILLINGS,$8000.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,197,TELEPHONE - MAINTENANCE,$250.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,245,REIMBURSEMENT TO TRAVELERS,$940.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,270,LOCAL TRANSPORTATION,$1410.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,348,BOOKS AND RELATED MATERIAL,$1000.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,350,STATIONERY AND OFFICE SUPPLIES,$10540.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,5,SALARIES AND WAGES - ON PAYROLL,$158856.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,15,SCHEDULE SALARY ADJUSTMENTS,$141.00
LOCAL,0740,O HARE REVENUE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,154,RENTAL-DATA HARDWARE EQ,$50000.00
LOCAL,0740,O HARE REVENUE FUND,28,CITY TREASURER,2005,CITY TREASURER,5,SALARIES AND WAGES - ON PAYROLL,$76212.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,5,SALARIES AND WAGES - ON PAYROLL,$1672666.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,11,CONTRACT WAGE - SALARY,$262.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,15,SCHEDULE SALARY ADJUSTMENTS,$3110.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,20,OVERTIME,$1263.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,39,STUDENT AS TRAINEES,$300.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,130,POSTAGE,$1395.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,138,IT MAINTENANCE,$18262.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,140,PROFESSIONAL AND TECHNICAL SERVICES,$60804.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,141,APPRAISALS,$200.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,143,COURT REPORTING,$27241.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,145,LEGAL EXPENSES,$4276.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,149,SOFTWARE MAINTENANCE AND LICENSING,$9790.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,150,PUBLICATN & REPRODT-OUT,$799.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,157,RENTAL EQUIPMENT AND SERVICES,$738.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,159,LEASE PURCHASE AGREEMNT,$8894.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,162,REPAIR/MAINT EQUIPMENT,$250.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,166,DUES  SUBSC & MEM,$15448.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,169,TECHNICAL MEETING COSTS,$2700.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,178,FREIGHT AND EXPRESS CHARGES,$1735.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,181,MOBILE COMMUNICATION SERVICES,$1560.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,190,TELEPHONE - NON-CENTREX BILLINGS,$8658.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,191,TELEPHONE - RELOCATIONS,$100.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,197,TELEPHONE - MAINTENANCE,$1620.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,229,TRANSPORTATION AND EXPENSE ALLOWANCE,$181.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,245,REIMBURSEMENT TO TRAVELERS,$2057.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,270,LOCAL TRANSPORTATION,$2174.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,348,BOOKS AND RELATED MATERIAL,$1482.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,350,STATIONERY AND OFFICE SUPPLIES,$8966.00
LOCAL,0740,O HARE REVENUE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,9438,REIMBURSEMENT - 2FM,$1215.00
LOCAL,0740,O HARE REVENUE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,5,SALARIES AND WAGES - ON PAYROLL,$233544.00
LOCAL,0740,O HARE REVENUE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,11,CONTRACT WAGE - SALARY,$853.00
LOCAL,0740,O HARE REVENUE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,15,SCHEDULE SALARY ADJUSTMENTS,$3030.00
LOCAL,0740,O HARE REVENUE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,130,POSTAGE,$350.00
LOCAL,0740,O HARE REVENUE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,140,PROFESSIONAL AND TECHNICAL SERVICES,$14050.00
LOCAL,0740,O HARE REVENUE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,168,EDUCATION DEVELOPMENT,$15000.00
LOCAL,0740,O HARE REVENUE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,350,STATIONERY AND OFFICE SUPPLIES,$1000.00
LOCAL,0740,O HARE REVENUE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,9067,PHYSICAL EXAMS,$26416.00
LOCAL,0740,O HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,5,SALARIES AND WAGES - ON PAYROLL,$1194084.00
LOCAL,0740,O HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,15,SCHEDULE SALARY ADJUSTMENTS,$9960.00
LOCAL,0740,O HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,130,POSTAGE,$1200.00
LOCAL,0740,O HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,140,PROFESSIONAL AND TECHNICAL SERVICES,$142000.00
LOCAL,0740,O HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,190,TELEPHONE - NON-CENTREX BILLINGS,$500.00
LOCAL,0740,O HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,245,REIMBURSEMENT TO TRAVELERS,$2000.00
LOCAL,0740,O HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,270,LOCAL TRANSPORTATION,$500.00
LOCAL,0740,O HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,350,STATIONERY AND OFFICE SUPPLIES,$1000.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,$30000.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,$515040.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHL DIESEL FUEL,$1935840.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,$608567.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,$6902417.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,325,ALTERNATIVE FUEL,$40000.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,$19669369.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,$5353469.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,11,CONTRACT WAGE - SALARY,$856.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,$52430.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,15,SCHEDULE SALARY ADJUSTMENTS,$1104.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,20,OVERTIME,$340000.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,$765000.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,148,TESTING AND INSPECTING,$9670.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,149,SOFTWARE MAINTENANCE AND LICENSING,$6580.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,$60912.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,$1320000.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,319,CLOTHING,$3000.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,338,LICENSE STICKER TAG AND PLATES,$10000.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,342,DRUGS  MEDICINE AND CHEMICAL MATERIALS,$158.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,350,STATIONERY AND OFFICE SUPPLIES,$1034.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,$2669850.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,440,MACHINERY AND EQUIPMENT,$38000.00
LOCAL,0740,O HARE REVENUE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,450,VEHICLES,$8000000.00
LOCAL,0740,O HARE REVENUE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,5,SALARIES AND WAGES - ON PAYROLL,$13184099.00
LOCAL,0740,O HARE REVENUE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,11,CONTRACT WAGE - SALARY,$990664.00
LOCAL,0740,O HARE REVENUE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,15,SCHEDULE SALARY ADJUSTMENTS,$22318.00
LOCAL,0740,O HARE REVENUE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,20,OVERTIME,$2000000.00
LOCAL,0740,O HARE REVENUE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,21,SWORN/CIVILIAN HOLIDAY PREMIUM PAY,$45000.00
LOCAL,0740,O HARE REVENUE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,22,DUTY AVAILABILITY,$398288.00
LOCAL,0740,O HARE REVENUE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,24,COMPENSATORY TIME PAYMENT,$450000.00
LOCAL,0740,O HARE REVENUE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,27,SUPERVISORS QUARTERLY PAYMENT,$53060.00
LOCAL,0740,O HARE REVENUE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,60,SPECIALTY PAY,$185000.00
LOCAL,0740,O HARE REVENUE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,70,TUITION REIMBURSEMENT,$50000.00
LOCAL,0740,O HARE REVENUE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,88,FURLOUGH / COMP TIME BUY-BACK,$154000.00
LOCAL,0740,O HARE REVENUE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,91,UNIFORM ALLOWANCE,$280000.00
LOCAL,0740,O HARE REVENUE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,937,HOSPITAL//MEDICAL - NOT WORKERS' COMP,$67500.00
LOCAL,0740,O HARE REVENUE FUND,58,OEMC,2705,OEMC,5,SALARIES AND WAGES - ON PAYROLL,$4502301.00
LOCAL,0740,O HARE REVENUE FUND,58,OEMC,2705,OEMC,11,CONTRACT WAGE - SALARY,$3872.00
LOCAL,0740,O HARE REVENUE FUND,58,OEMC,2705,OEMC,15,SCHEDULE SALARY ADJUSTMENTS,$39091.00
LOCAL,0740,O HARE REVENUE FUND,58,OEMC,2705,OEMC,20,OVERTIME,$185000.00
LOCAL,0740,O HARE REVENUE FUND,58,OEMC,2705,OEMC,91,UNIFORM ALLOWANCE,$11950.00
LOCAL,0740,O HARE REVENUE FUND,58,OEMC,2705,OEMC,319,CLOTHING,$10304.00
LOCAL,0740,O HARE REVENUE FUND,58,OEMC,2705,OEMC,340,MATERIAL AND SUPPLIES,$9263.00
LOCAL,0740,O HARE REVENUE FUND,58,OEMC,2705,OEMC,423,COMMUNICATION DEVICES,$71250.00
LOCAL,0740,O HARE REVENUE FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,5,SALARIES AND WAGES - ON PAYROLL,$22724657.00
LOCAL,0740,O HARE REVENUE FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,11,CONTRACT WAGE - SALARY,$349.00
LOCAL,0740,O HARE REVENUE FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,15,SCHEDULE SALARY ADJUSTMENTS,$48332.00
LOCAL,0740,O HARE REVENUE FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,20,OVERTIME,$535000.00
LOCAL,0740,O HARE REVENUE FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,21,SWORN/CIVILIAN HOLIDAY PREMIUM PAY,$854000.00
LOCAL,0740,O HARE REVENUE FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,22,DUTY AVAILABILITY,$860000.00
LOCAL,0740,O HARE REVENUE FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,24,COMPENSATORY TIME PAYMENT,$138000.00
LOCAL,0740,O HARE REVENUE FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,28,COOPERATIVE EDUCATION PROGRAM,$225000.00
LOCAL,0740,O HARE REVENUE FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,60,SPECIALTY PAY,$1001000.00
LOCAL,0740,O HARE REVENUE FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,61,DRIVER'S DIFFERENTIAL,$200000.00
LOCAL,0740,O HARE REVENUE FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,62,REQUIRED CERTIFICATIONS,$10000.00
LOCAL,0740,O HARE REVENUE FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,63,FITNESS BENEFIT,$35700.00
LOCAL,0740,O HARE REVENUE FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,88,FURLOUGH / COMP TIME BUY-BACK,$264000.00
LOCAL,0740,O HARE REVENUE FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,91,UNIFORM ALLOWANCE,$330000.00
LOCAL,0740,O HARE REVENUE FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,$145500.00
LOCAL,0740,O HARE REVENUE FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,937,HOSPITAL//MEDICAL - NOT WORKERS' COMP,$247500.00
LOCAL,0740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,5,SALARIES AND WAGES - ON PAYROLL,$88844825.00
LOCAL,0740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,11,CONTRACT WAGE - SALARY,$20150.00
LOCAL,0740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,12,CONTRACT WAGE - PREVAILING RATE,$582907.00
LOCAL,0740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,15,SCHEDULE SALARY ADJUSTMENTS,$322913.00
LOCAL,0740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,20,OVERTIME,$5326300.00
LOCAL,0740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,39,STUDENT AS TRAINEES,$175000.00
LOCAL,0740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,49,WORKERS' COMPENSATION,$12242520.00
LOCAL,0740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,91,UNIFORM ALLOWANCE,$121900.00
LOCAL,0740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,130,POSTAGE,$40000.00
